active_addresses,day
553167,2025-09-26 00:00:00.000 UTC
484212,2025-09-27 00:00:00.000 UTC
458535,2025-09-28 00:00:00.000 UTC
521334,2025-09-29 00:00:00.000 UTC
561369,2025-09-30 00:00:00.000 UTC
577244,2025-10-01 00:00:00.000 UTC
595775,2025-10-02 00:00:00.000 UTC
595426,2025-10-03 00:00:00.000 UTC
544103,2025-10-04 00:00:00.000 UTC
497948,2025-10-05 00:00:00.000 UTC
550306,2025-10-06 00:00:00.000 UTC
561920,2025-10-07 00:00:00.000 UTC
546777,2025-10-08 00:00:00.000 UTC
543330,2025-10-09 00:00:00.000 UTC
584388,2025-10-10 00:00:00.000 UTC
546780,2025-10-11 00:00:00.000 UTC
465506,2025-10-12 00:00:00.000 UTC
504967,2025-10-13 00:00:00.000 UTC
524218,2025-10-14 00:00:00.000 UTC
542830,2025-10-15 00:00:00.000 UTC
556998,2025-10-16 00:00:00.000 UTC
591613,2025-10-17 00:00:00.000 UTC
481990,2025-10-18 00:00:00.000 UTC
443994,2025-10-19 00:00:00.000 UTC
507549,2025-10-20 00:00:00.000 UTC
538841,2025-10-21 00:00:00.000 UTC
507517,2025-10-22 00:00:00.000 UTC
527285,2025-10-23 00:00:00.000 UTC
546752,2025-10-24 00:00:00.000 UTC
461244,2025-10-25 00:00:00.000 UTC
433091,2025-10-26 00:00:00.000 UTC
522562,2025-10-27 00:00:00.000 UTC
504389,2025-10-28 00:00:00.000 UTC
517042,2025-10-29 00:00:00.000 UTC
540810,2025-10-30 00:00:00.000 UTC
